vid,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,word
2,0.223695810414382222,0.29628581420662052,0.316653470401875972,0.30940084085982022,0.303562803121218642,0.28534031878992272,0.225142536086187762,0.188347159133391762,0.25425581903712952,0.33601763358024362,0.34770706216563692,0.36035322793622372,0.24579055104810062,0.183911868138441432,0.200488783146729552,0.229731128510004022,0.189103940142412772,0.344046768246063062,0.186685986572609822,0.25879402085287962,0.320369023557189442,0.168940247846090822,0.353989870019304042,0.216195755908711482,0.2517429117617312,0.19449778844446472,0.36504159308364362,0.232015149380056632,0.30506185113479122,0.29441261897259252,0.228629984998010882,0.34644318250179442,0.17622422084987792,0.28500281679888642,0.241384035899466722,0.185706029442388482,0.35013304448271732,0.20795920158644842,0.254511309091923772,0.237609245402418042,0.285107318326266232,0.2949515861018622,0.334027757758383062,0.366426966386451342,0.27108113788889522,0.32922309846333997, 6
2,0.29116892689569952,0.30767434038327512,0.248660665904497732,0.196151285390953442,0.295283876927193932,0.305813639587044332,0.29157453640944452,0.217818580725973542,0.28411832996654032,0.286051864134487352,0.280707815814062572,0.32112689041839562,0.32794066668464932,0.309081408751541552,0.264497706753509372,0.238729694706097762,0.260260266264608632,0.200478032020325852,0.25562147032924532,0.317213829653491432,0.247774433786826182,0.204938388312995572,0.341527875125287542,0.34107598675317812,0.198469077771579932,0.196035299818139752,0.28196919737790982,0.27465585748737482,0.241254139571674582,0.332601178718743562,0.217770667536419382,0.182451683214508862,0.197476681090363732,0.270394693853162952,0.33102900329472062,0.264511078832039062,0.21840329279790532,0.203097206782651032,0.358850157513109342,0.35386931082222372,0.33950583782143732,0.261968533072601932,0.22052676861700242,0.305726036693631962,0.210449821088376072,0.3483739330168948, 6
3,0.41635512318064453,0.40974838834579113,0.42614466251301593,0.265517910278415763,0.250639136600268933,0.370364339635923253,0.29548439339974323,0.298536043934838243,0.285372969840359873,0.3376354107472083,0.430844477488789073,0.3845388917387743,0.36948765427395723,0.25037337430389463,0.33464262164816163,0.27831435745769453,0.34814165353560453,0.3653824993059913,0.35534768647604753,0.43391252374067973,0.355572849953537553,0.2589771255508233,0.26116298014175013,0.358096147760524343,0.3757377512621563,0.255144648954684143,0.27235806416097243,0.36479489524615833,0.283754515535742553,0.340762712723582553,0.338885201755416753,0.42504782295119513,0.30875755869854013,0.41011921561545043,0.394684289725276253,0.372316972306989463,0.266286440100525163,0.264099701069569153,0.38860185602164223,0.406401057942756273,0.377053027859687533,0.31155699092003083,0.31135735854382923,0.32599457283998783,0.336392720403380143,0.2591514398856465, 4
3,0.297043326746834873,0.361504123848259253,0.32131927428659493,0.372579182321667043,0.359091899769358853,0.32043754308638643,0.28810191524535613,0.307426116061431553,0.439877422234879473,0.33674010998429483,0.26167008597250123,0.42176996766190723,0.352387613990428843,0.32262161025510883,0.434968417219663063,0.38404421449827923,0.43097889948173093,0.3986838027370033,0.29973001264230493,0.357995829118284153,0.27068882538313263,0.340528511195877243,0.39586930548544733,0.392262832568677673,0.37221582239192543,0.35712113309136713,0.37003167554823143,0.35320895480534843,0.33724040632321213,0.2524820048249573,0.38026339792162143,0.39929701046688023,0.44200145020953083,0.270603212694145063,0.273904206964647733,0.43492285859196463,0.32647414965155213,0.3520730601149613,0.37057815530416343,0.399627134085132063,0.400484005679836333,0.381781804785654773,0.30168011676019183,0.440213560248167933,0.43835084791920333,0.29925924893189976, 4
3,0.357101063688018473,0.263425707712887043,0.3941413145511163,0.30311172121312533,0.316374682087001153,0.356315169234062533,0.273565028004888743,0.36370964036268253,0.318690608098065763,0.32218149963889643,0.366860046550596563,0.27889842460011743,0.3003032393783583,0.32029212803106363,0.279000974491580073,0.298421364669559153,0.40363987729337463,0.34713206568677693,0.287462546646554463,0.400215771146420933,0.441663190894534433,0.296689599672187173,0.30012400101729943,0.44160541707663193,0.28227205638396363,0.446143492763424353,0.28756340632284353,0.344785359312897443,0.334176366478855853,0.424650401931228273,0.351798445502771953,0.33707659721328063,0.273783069282937333,0.41547167077295333,0.31072567347818313,0.274834003986099033,0.415748057787089063,0.26595386528797393,0.359098191709034733,0.297880446738120533,0.30945732228632153,0.269767108210298373,0.30497524809331453,0.392279382168020053,0.32107961869591753,0.29211194754308545, 4
3,0.328904969229441853,0.415193538059087763,0.348350993096054833,0.29236361671830263,0.297006037960693363,0.28641644550157823,0.27592774471778493,0.442245781078788653,0.41837481451261443,0.290223654683652133,0.349625583781165043,0.34280983598328453,0.42107094027996753,0.314219074880856543,0.34738968448877073,0.26166946590474543,0.41979285604859433,0.28880081808571773,0.379524711096796753,0.36362851533501233,0.43531782164573423,0.40160133566685743,0.447705242613011033,0.32993419473375113,0.25675182125652753,0.43752972451616913,0.319051065993498143,0.43449411179604883,0.39701413375803853,0.373203983013356553,0.305589305107470573,0.40142195157283523,0.440827596009993553,0.3146735291628923,0.34065710128646173,0.32519929265266953,0.30306505075301153,0.29730107699583363,0.29599722928463593,0.253793417563311753,0.292296940513450233,0.35968961515759033,0.34948282319841733,0.440799335926290063,0.379973534558436973,0.26088323280147674, 4
4,0.28299302667054554,0.27797065995747174,0.149973354820985424,0.27376309384095314,0.228661316883978844,0.203964874772827824,0.32047905273897764,0.332535336314091664,0.219696693405105614,0.266014729415022474,0.217162953422848174,0.309998879984119744,0.29777853179988094,0.2270723650565414,0.18710345672620434,0.320960565928459344,0.241520935166942234,0.31126744944581314,0.33959737393477364,0.16146006577021094,0.33423313845311534,0.16133031192608464,0.146318180964247784,0.235470306851986834,0.155431577407080774,0.2632870661576734,0.18162019606288054,0.223201248273666054,0.28760646643772784,0.321191246360292174,0.31396918908430124,0.29027034837858514,0.26552686326197564,0.31232254128261134,0.17434483225882574,0.26359304430846134,0.149628752534364754,0.2563348711190234,0.279935930284946454,0.234457140144156144,0.177927917262566744,0.28682646711523474,0.220118253885645824,0.15602204139320114,0.2664523832884664,0.21272709443555676, 7
4,0.334958209644281144,0.19096276656018344,0.287344516445330664,0.30536130506453694,0.229905022555890154,0.24035017665744484,0.18207356534173084,0.171652871486758674,0.190941990468858324,0.25278954256013424,0.15560106592942314,0.29656149822833514,0.295293422404503464,0.215011808844512854,0.32966441330275574,0.249499897379894924,0.311571346532678544,0.14979927953206444,0.184662694544057374,0.252084688424540964,0.340184008004594754,0.273577292672879564,0.25784717404421134,0.32360935755617254,0.32656089935557884,0.190195418580789644,0.290706184479920144,0.199219290662534244,0.190717833514269634,0.230740036087088234,0.236364498715035734,0.324659978027693254,0.14925577547227314,0.210333069889061474,0.21455376960992194,0.209283018854257824,0.304145839262100544,0.19225762149938374,0.2321599186875924,0.230964995470962834,0.233209813115005334,0.182488789284829484,0.23875629599425294,0.24518510583594094,0.2551053053445724,0.26184218535548714, 7
4,0.232333998551800154,0.14625292031346744,0.178104719320227454,0.33241478163670344,0.27267127682542454,0.295863366819930034,0.323025444997212644,0.20848999571479264,0.306061806722073954,0.32507717151036014,0.29416296055470364,0.25851147397357624,0.174953860078140464,0.28619774460910114,0.18306855633509194,0.247702155278337334,0.33189832013846654,0.297119598328497164,0.26842320070360264,0.325137223777924374,0.313972770568141054,0.208208155984743634,0.28816017893999294,0.3032097766118354,0.30352107698345784,0.32221740580519284,0.32822967653878274,0.18599517021411164,0.192135367194123834,0.32344835056297424,0.26315918416177964,0.169769716759849984,0.32049182836570244,0.24266634299419124,0.29777713613906354,0.176378709092431424,0.22887966509555484,0.146271435020827964,0.29507778264387424,0.293703035937118164,0.341719403066919454,0.181251874647801514,0.161096300715977664,0.147451997038957344,0.178553724105613154,0.2633268379413227, 7
4,0.162532424555085324,0.30028840921395074,0.33190271172525514,0.31101182790382014,0.25149322392953424,0.195706918188080614,0.203996281421344964,0.208719627905406854,0.32588922618124194,0.32092622482462254,0.222809215483197884,0.203981121928089654,0.245472054786411824,0.285121478732066954,0.32884813176380974,0.25806539492439594,0.225020760070352744,0.342131289575765444,0.192507782797859964,0.239646870468426144,0.232338340652469724,0.206009846457440364,0.245062550354813784,0.293629017077009954,0.32892800510743974,0.23399274119571254,0.299488970964097664,0.153250821620130984,0.17258686737306154,0.310205466621567674,0.183188361409200364,0.294062176296270464,0.274323466986448054,0.25684134227080124,0.324082686999826954,0.30796826252473124,0.26542556263987364,0.329435428016117754,0.266560954928079634,0.32672452578861614,0.311900431919572234,0.20157846023918354,0.164554189364726324,0.255316264894275954,0.185380024220609294,0.3075452694063819, 7
5,0.58269326147867445,0.66359917735143245,0.69072360490066145,0.64985846168921735,0.5484688014460295,0.68281403382386425,0.58604647334261115,0.61162472898899825,0.54276319549447085,0.65688350620392375,0.5569958394909855,0.5411747002405925,0.50954168620295045,0.53665844057643155,0.50339725950304395,0.60346101619683555,0.53645846707260475,0.67641684002056115,0.61181622207403565,0.69267345174862145,0.62189401731032715,0.50520783240742655,0.64471804603998315,0.60906630874045865,0.64883255476656645,0.59697627432638615,0.62825730836066755,0.6243031897836435,0.54161416804479175,0.6691639989350785,0.54866453364896075,0.53281687514581755,0.6514246230631075,0.54258345302673025,0.59875680120305965,0.58490700702751895,0.58800944474094975,0.65286891601862935,0.60178192383842815,0.68049665611848995,0.68007904895844235,0.66733033915543235,0.69019611772041095,0.55969843157540915,0.52613179301701815,0.6317573342418134, 2
5,0.69707794415182055,0.50788433777887935,0.55041349028760425,0.68416710858049865,0.57436896987837035,0.69037776136030555,0.66913722989372845,0.57060354232293155,0.51913478317811675,0.5990174715532755,0.67020361068415915,0.66857307588305735,0.56134954844897775,0.60681233698984185,0.67002676068423175,0.69001027076358615,0.52515973828933025,0.58132090144918765,0.63738034856089555,0.61229351098818365,0.57597572205424235,0.5727675683173015,0.62871251508214075,0.63725653805948535,0.68267939376474185,0.64213036174361585,0.59992577086807775,0.51184640416681555,0.67588825831549275,0.52973627741697455,0.65983767525723965,0.68965963685771985,0.62902842173841995,0.60896651429569895,0.58043146994730255,0.65251169939888645,0.58790483091460245,0.60482482938226895,0.68801598465210395,0.54021763025506645,0.62828791749213655,0.55495456522642745,0.64726185501959145,0.57778420941418015,0.68994444065832885,0.5901760426204765, 2
5,0.61471161647406715,0.66039679667298825,0.53975503662909165,0.62107582288222665,0.59955686344523765,0.6386819395481955,0.63319834339013095,0.55038019673553415,0.5743299053802855,0.5899463087671045,0.68679780715929675,0.50222558019696335,0.67405834569939325,0.56480419327142865,0.51966615557860755,0.54507209521064065,0.55277071609452325,0.51197397078701975,0.54570181113094445,0.67210252736784835,0.62944819235369885,0.64464036884274025,0.66940335605027175,0.69377715588148745,0.57892317079602355,0.51212588918011875,0.67047639084678365,0.55689970146036745,0.68513298801275865,0.53385689178392385,0.54680768679067295,0.55920782515728955,0.53229139291225615,0.5209371733929245,0.6902474318666175,0.66754612734634485,0.57963233267227135,0.68105160754292985,0.65213632769351995,0.57173815191266515,0.57505765090537735,0.65573074928463695,0.58691299884282125,0.62218813042668245,0.53265491308630265,0.6991422847277388, 2
5,0.54664761250514165,0.69078260674811735,0.68870866790267565,0.54676661014874125,0.6711219611739435,0.53876431950352125,0.51398617382028075,0.61291448668936435,0.67944297722829655,0.61460550199437275,0.59952850940552765,0.54354538166662665,0.51831107986642435,0.56904372727498725,0.51611234525817465,0.62998762489010715,0.63656659508424355,0.55503589256358885,0.51779489670835255,0.60362572427433065,0.5071720669680995,0.61209533575091915,0.51504815024094145,0.65477100303343735,0.6153336913438255,0.59006737050905135,0.62231446228089345,0.52018585066943815,0.61017447881644765,0.53877034830336955,0.69992790140464915,0.64293480759890825,0.5764042049252015,0.60132703295065975,0.63420120343845455,0.63042125440823735,0.59247715783042085,0.62196250580452385,0.52065200098427245,0.55647435943855935,0.50121753853519355,0.504435061100175,0.56573823280618235,0.56116231789018335,0.56442404002061735,0.5075559288688286, 2
6,0.158875559345075946,0.167264327364271716,0.161888734549789726,0.31156146080807786,0.14740028199708936,0.192566267448239856,0.217913974306744866,0.235838837994923786,0.26282601269084066,0.141600482621646466,0.223628971795392376,0.144660332489579276,0.13175402422949296,0.15486781309471366,0.27629258270175356,0.163020737925030366,0.13098641406916216,0.185294562804534666,0.234815129869892236,0.318868267210960076,0.12881494644214196,0.168695056222504086,0.130206001031588976,0.254651124984540576,0.126652087147909516,0.134732027210008156,0.24401534799331736,0.132835032881497346,0.29648320388118126,0.248797396369696036,0.204642552594706986,0.185290661511584716,0.24892947668471386,0.269680772775091176,0.157960766161886956,0.192006974423679146,0.228630077744699736,0.29420761153463266,0.301808710652924256,0.272860509434382676,0.258922162374274576,0.17305625487446796,0.129963847716358356,0.31203719074824946,0.171127786844889446,0.21275494427330993, 8
6,0.131736544166923356,0.316274015588985166,0.184390583685602546,0.15814162305765466,0.28799844377649416,0.209422166539645466,0.32395787117549776,0.22087810781006146,0.166572772912390926,0.23416370245098056,0.226788220061020676,0.206565150725202356,0.274145034775309166,0.28046342666900456,0.20573525948909896,0.322900277188649446,0.263289235700617356,0.191582355697442096,0.248236601514657156,0.163310305182443246,0.200813241255450146,0.26139711058196186,0.237723081193930436,0.27373233200341026,0.157924995402734776,0.3025518791514016,0.145371977305540776,0.222724413329416736,0.148201592167154846,0.322008960097609266,0.22491932838854446,0.207429674306531866,0.225716126690847346,0.228069321142551326,0.165557922513156356,0.284343304068789166,0.16381095557911126,0.309929744560934256,0.26474179711081496,0.25599719569105686,0.28748359709422726,0.14954864297907396,0.189796611605721176,0.226226570482804036,0.283673275213603866,0.19102130066435757, 8
6,0.25047697747502476,0.175723241086617946,0.173093014187899826,0.191179467555376186,0.264731576637612046,0.161795919496594146,0.224322820765360736,0.25668198852123866,0.16584965475995386,0.322998905084259446,0.18812569361730136,0.211968874919378166,0.205478467799187166,0.2714026942015136,0.302428997559476836,0.159496059704862976,0.21369871361946796,0.141971755419429056,0.278799797900201156,0.13707089029528426,0.318775764856952146,0.129188651856516356,0.324801939054496846,0.222526517009501686,0.158164974483855256,0.270722699548823836,0.243321787710456826,0.231317177500688536,0.153399008731083256,0.176495017509922646,0.23241331592292426,0.148702659483401586,0.2941436376400926,0.14318714327057976,0.16619568197952016,0.140729070414303276,0.191268849850780216,0.224536113823320876,0.245683306293039366,0.155798831286555866,0.25262369153200756,0.14248134324745236,0.228185436421814666,0.14689989811203766,0.238388310789530666,0.2782995916084817, 8
6,0.203380364229637626,0.20774994175905446,0.14435726243682436,0.309208642199812036,0.237404160328039386,0.186051699254945866,0.194857116595621946,0.21478387482657566,0.308649585907637256,0.21675684699356366,0.205330746149570366,0.162927532226890276,0.26726311117548576,0.25959403107228666,0.23604531074906196,0.298006091738747376,0.163153065275143236,0.280499939960584146,0.240023418067407466,0.217037741011579856,0.222333023092565346,0.261248954191843356,0.27133461555257126,0.233358910104127136,0.283591100099645556,0.28665360355951236,0.273233041246625456,0.24336968714510076,0.272567785526766366,0.137920791956656576,0.200252459971776996,0.16103473800224766,0.283005591700465466,0.322016428794443146,0.25820840992854016,0.28925137371780646,0.243570566749181826,0.194173495862984946,0.32389411535527576,0.177402508556241876,0.130282958856416256,0.141221974583290946,0.221704875912017496,0.190816864464309236,0.179169899605509256,0.23377402669099626, 8
7,0.276774059056208057,0.266716701692142847,0.27169401215402917,0.20831213341042447,0.249875640560451227,0.154418534324399487,0.16722932147060797,0.28647070657072047,0.2869222335814437,0.117504239254681817,0.30623952275932267,0.248013674146942737,0.27582758208267817,0.15179860501861967,0.177074075231635877,0.115800626242649327,0.143404780931748747,0.141594896005608157,0.118023872603352137,0.23524224317153037,0.16586343896829847,0.21209908706133877,0.158600276717853157,0.154533964160328887,0.197094870134729487,0.19104322448381657,0.26192283603586057,0.21348775574269737,0.18361879783423497,0.233461010963083867,0.25680065052522667,0.2475533013906957,0.120246245042075057,0.146022018336289727,0.163973149219329967,0.219344248915915097,0.286618646475009347,0.155546070370315657,0.16212474748462877,0.126633456218985597,0.29210586803183157,0.284407895457149737,0.185965274828769737,0.121008659787329287,0.168669479918748787,0.3058475104758459, 9
7,0.18830366450951367,0.146478034465366477,0.244242991517637377,0.216229570704204627,0.28504848034132597,0.200467111966368687,0.26007292320426157,0.28256786403913887,0.27980315364170527,0.14189556463737437,0.18323137513664757,0.235278482263670327,0.183331238303982997,0.19356974751845997,0.156764022985069647,0.279064223680186137,0.2972863067731397,0.247161110610333137,0.163930875671225587,0.164636610131742167,0.22983698051433027,0.234856054330391037,0.201850622880378427,0.17305864970835237,0.136175601105055837,0.201949151125868287,0.121963568220919157,0.162870490838288787,0.175141372986638737,0.19989823094878347,0.209607754860164927,0.14720183597889357,0.27857304013333687,0.268102984702732757,0.253908838563830847,0.243986698791820927,0.278183804539111577,0.168253748313218827,0.123031164040686427,0.17033430528858657,0.232292042687068247,0.19530953679639487,0.23982228308000567,0.160335667201789827,0.248334881008678877,0.2076596162343953, 9
7,0.175453380478315327,0.125975036843697157,0.157068595104920027,0.243636690514998267,0.177375753206252377,0.243069280061235467,0.235062058215258947,0.24609671145746517,0.239152265004956347,0.26929289068416077,0.122849355682282187,0.235209345350484047,0.12716124525488337,0.149600655034391137,0.2050265114406267,0.29747681251933697,0.113271069838615257,0.29737225164153387,0.136031832447447517,0.15314460050512297,0.21924095944585137,0.273852302709301057,0.212288736900481837,0.27198131422480747,0.16680330150441587,0.14728006704856057,0.178954545891450747,0.254362281536766547,0.27414926707107367,0.17489235372169837,0.27586520218364677,0.26247417089283847,0.212926780155776687,0.2620208390342947,0.21311737968444437,0.210297493333726337,0.17873639451390757,0.133570921353050387,0.262337414664956477,0.142452520964112987,0.29433107807094267,0.132674445957230967,0.298717446829547047,0.159537299031266467,0.25053860917767477,0.2866371745966193, 9
7,0.170606871949553487,0.27986846317663997,0.165203347550602657,0.284105200813372657,0.28507317159336837,0.24969015500345657,0.14407241676642187,0.148149281869728567,0.2865083824319037,0.196227031245463767,0.12274903611921667,0.122703135754566147,0.26113853567628617,0.213336178143087867,0.26569399426700327,0.283035752277108377,0.151424034461969457,0.216320392970674747,0.18679141504421277,0.2985969514169647,0.143027539747938587,0.124139677738756557,0.121759284682068927,0.27976874467975117,0.136174039367281297,0.13417061275353767,0.175897239771929257,0.29249347270113177,0.259618558304771657,0.146099606240460037,0.30186711363159047,0.292262747407149867,0.25100141718262387,0.175208281514278477,0.124087946432457417,0.113437009963441697,0.193875725311723767,0.30174988701453537,0.266088562552843977,0.134585676532726167,0.128760672297776167,0.143525913277974267,0.29361356947524317,0.299492799581905067,0.244803155219872257,0.1357112142971717, 9
